orderid,warehouse,store,city,state,category,product,order_date,units_sold,unit_price,total_amount
ORD163638,Reyes Coca-Cola Bottling,Walmart,New York,New York,Water,Aquafina,2023-08-27,63,3.26,205.38
ORD892186,Coca-Cola Beverages Florida,CVS,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-07-27,351,1.87,656.37
ORD389701,Swire Coca-Cola,7-Eleven,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-12-31,531,3.49,1853.19
ORD195339,Coca-Cola Bottling Co. Consolidated,Walmart,Phoenix,Arizona,Water,Aquafina,2023-12-24,315,3.05,960.75
ORD693613,Coca-Cola Beverages Florida,Publix,Miami,Florida,Soft Drinks,Dr Pepper,2023-06-03,867,1.3,1127.1
ORD427567,Coca-Cola Beverages Florida,Publix,Phoenix,Arizona,Water,Aquafina,2023-02-28,842,2.5,2105.0
ORD941445,Reyes Coca-Cola Bottling,Target,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-08-16,490,1.45,710.5
ORD995148,Swire Coca-Cola,Costco,Atlanta,Georgia,Water,Smartwater,2023-04-07,854,2.47,2109.38
ORD502653,Coca-Cola Beverages Florida,7-Eleven,Seattle,Washington,Soft Drinks,Sprite,2023-04-04,471,2.77,1304.67
ORD293721,Coca-Cola Beverages Florida,CVS,Denver,Colorado,Water,Dasani,2023-04-20,834,3.04,2535.36
ORD338689,Coca-Cola Bottling Company United,Publix,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-07-06,140,1.41,197.4
ORD117230,Coca-Cola Bottling Co. Consolidated,Safeway,Denver,Colorado,Soft Drinks,Diet Coke,2023-02-09,383,1.18,451.94
ORD918478,Coca-Cola Beverages Florida,Sam's Club,Chicago,Illinois,Soft Drinks,Dr Pepper,2023-07-28,906,2.13,1929.78
ORD851808,Coca-Cola Bottling Company United,Publix,Denver,Colorado,Water,Dasani,2023-06-25,747,3.41,2547.27
ORD282070,Coca-Cola Bottling Company United,Walgreens,Seattle,Washington,Water,Smartwater,2023-06-27,558,1.91,1065.78
ORD660488,Coca-Cola Beverages Florida,Walgreens,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-27,488,2.7,1317.6
ORD632277,Coca-Cola Bottling Co. Consolidated,Publix,Seattle,Washington,Soft Drinks,Sprite,2023-01-04,154,1.83,281.82
ORD614515,Swire Coca-Cola,7-Eleven,New York,New York,Soft Drinks,Coca-Cola Classic,2023-03-29,174,2.9,504.6
ORD523561,Coca-Cola Bottling Co. Consolidated,7-Eleven,Phoenix,Arizona,Water,Aquafina,2023-02-25,63,3.37,212.31
ORD521175,Coca-Cola Beverages Florida,Sam's Club,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-27,966,1.12,1081.92
ORD922796,Reyes Coca-Cola Bottling,Target,Phoenix,Arizona,Soft Drinks,Dr Pepper,2023-08-29,690,2.39,1649.1
ORD477261,Coca-Cola Bottling Company United,Walgreens,Houston,Texas,Water,Smartwater,2023-01-12,248,2.55,632.4
ORD181335,Swire Coca-Cola,Target,Miami,Florida,Soft Drinks,Fanta,2023-11-01,970,1.02,989.4
ORD852442,Reyes Coca-Cola Bottling,7-Eleven,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-04-22,111,1.77,196.47
ORD307618,Coca-Cola Bottling Co. Consolidated,Walmart,Seattle,Washington,Water,Aquafina,2023-09-09,981,1.39,1363.59
ORD123818,Coca-Cola Beverages Florida,Walmart,Los Angeles,California,Water,Smartwater,2023-10-14,356,1.98,704.88
ORD598368,Swire Coca-Cola,Sam's Club,Houston,Texas,Water,Aquafina,2023-07-19,246,2.9,713.4
ORD238449,Reyes Coca-Cola Bottling,Walgreens,Chicago,Illinois,Soft Drinks,Sprite,2023-01-10,407,2.2,895.4
ORD355412,Swire Coca-Cola,Kroger,New York,New York,Soft Drinks,Fanta,2023-11-29,223,1.38,307.74
ORD527266,Coca-Cola Beverages Florida,CVS,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-08-11,504,2.22,1118.88
ORD728671,Swire Coca-Cola,Sam's Club,Los Angeles,California,Water,Dasani,2023-12-29,741,1.7,1259.7
ORD501644,Swire Coca-Cola,Sam's Club,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-11-23,56,2.47,138.32
ORD142027,Reyes Coca-Cola Bottling,7-Eleven,Boston,Massachusetts,Water,Dasani,2023-02-22,801,1.75,1401.75
ORD144193,Coca-Cola Bottling Company United,Kroger,Houston,Texas,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-12,237,3.4,805.8
ORD809205,Coca-Cola Bottling Co. Consolidated,Kroger,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-08-06,793,3.15,2497.95
ORD769633,Coca-Cola Bottling Co. Consolidated,Walmart,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-08-09,192,1.48,284.16
ORD249583,Reyes Coca-Cola Bottling,Walgreens,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-05-07,341,1.53,521.73
ORD758262,Swire Coca-Cola,Kroger,Phoenix,Arizona,Soft Drinks,Dr Pepper,2023-06-13,481,1.98,952.38
ORD720385,Coca-Cola Bottling Company United,7-Eleven,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-09-25,84,2.26,189.84
ORD178648,Coca-Cola Beverages Florida,Walmart,Los Angeles,California,Soft Drinks,Coca-Cola Classic,2023-07-07,964,1.51,1455.64
ORD309738,Reyes Coca-Cola Bottling,Costco,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-08-01,456,2.53,1153.68
ORD508895,Coca-Cola Bottling Company United,Target,Houston,Texas,Soft Drinks,Coca-Cola Classic,2023-06-13,927,2.84,2632.68
ORD362790,Reyes Coca-Cola Bottling,Target,Seattle,Washington,Soft Drinks,Coca-Cola Classic,2023-01-18,310,1.76,545.6
ORD906991,Coca-Cola Bottling Co. Consolidated,Walmart,Miami,Florida,Water,Dasani,2023-11-03,889,1.28,1137.92
ORD476678,Swire Coca-Cola,Walmart,Los Angeles,California,Soft Drinks,Sprite,2023-04-02,389,1.67,649.63
ORD573968,Coca-Cola Beverages Florida,Safeway,Denver,Colorado,Water,Smartwater,2023-03-24,597,3.27,1952.19
ORD535980,Coca-Cola Beverages Florida,Publix,Seattle,Washington,Water,Aquafina,2023-04-25,800,3.18,2544.0
ORD950670,Coca-Cola Bottling Company United,Walgreens,Miami,Florida,Water,Dasani,2023-01-19,891,3.2,2851.2
ORD552654,Reyes Coca-Cola Bottling,Safeway,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-12,228,1.69,385.32
ORD617456,Coca-Cola Bottling Co. Consolidated,Costco,Phoenix,Arizona,Soft Drinks,Dr Pepper,2023-08-10,738,3.47,2560.86
ORD648378,Coca-Cola Beverages Florida,Costco,Houston,Texas,Soft Drinks,Fanta,2023-02-05,908,2.03,1843.24
ORD224124,Coca-Cola Beverages Florida,Target,Chicago,Illinois,Soft Drinks,Diet Coke,2023-05-28,194,3.05,591.7
ORD914553,Coca-Cola Bottling Co. Consolidated,Kroger,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-16,913,1.33,1214.29
ORD593341,Coca-Cola Bottling Co. Consolidated,Safeway,Miami,Florida,Water,Dasani,2023-01-01,118,2.14,252.52
ORD625590,Coca-Cola Bottling Co. Consolidated,Sam's Club,Denver,Colorado,Water,Aquafina,2023-09-09,160,1.33,212.8
ORD280290,Reyes Coca-Cola Bottling,Kroger,Phoenix,Arizona,Water,Aquafina,2023-01-07,212,2.86,606.32
ORD920952,Coca-Cola Bottling Co. Consolidated,Costco,Denver,Colorado,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-25,625,3.43,2143.75
ORD948532,Reyes Coca-Cola Bottling,Costco,Houston,Texas,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-26,388,1.25,485.0
ORD307138,Coca-Cola Bottling Company United,Costco,Houston,Texas,Water,Smartwater,2023-09-14,881,1.2,1057.2
ORD540758,Reyes Coca-Cola Bottling,Kroger,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-18,443,3.33,1475.19
ORD806169,Coca-Cola Bottling Company United,Walgreens,Phoenix,Arizona,Water,Smartwater,2023-03-23,585,2.9,1696.5
ORD516694,Coca-Cola Beverages Florida,CVS,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-06-24,112,2.97,332.64
ORD646295,Reyes Coca-Cola Bottling,Target,Houston,Texas,Soft Drinks,Fanta,2023-08-31,711,3.41,2424.51
ORD848756,Coca-Cola Bottling Co. Consolidated,Costco,Seattle,Washington,Water,Dasani,2023-06-14,966,1.6,1545.6
ORD771644,Swire Coca-Cola,Publix,Miami,Florida,Soft Drinks,Fanta,2023-05-29,211,2.04,430.44
ORD541761,Coca-Cola Bottling Co. Consolidated,Walgreens,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-08-11,650,1.87,1215.5
ORD534701,Coca-Cola Beverages Florida,7-Eleven,Phoenix,Arizona,Soft Drinks,Dr Pepper,2023-06-25,672,2.79,1874.88
ORD670837,Swire Coca-Cola,Walgreens,Houston,Texas,Water,Smartwater,2023-11-12,791,2.45,1937.95
ORD295639,Swire Coca-Cola,Costco,Seattle,Washington,Soft Drinks,Dr Pepper,2023-07-30,397,1.54,611.38
ORD414536,Swire Coca-Cola,Sam's Club,Boston,Massachusetts,Soft Drinks,Dr Pepper,2023-07-25,986,2.33,2297.38
ORD272042,Coca-Cola Bottling Co. Consolidated,CVS,Houston,Texas,Water,Dasani,2023-09-26,297,3.24,962.28
ORD875976,Coca-Cola Bottling Company United,Walmart,Seattle,Washington,Water,Dasani,2023-12-01,863,2.05,1769.15
ORD458636,Reyes Coca-Cola Bottling,Kroger,Seattle,Washington,Water,Smartwater,2023-07-11,898,3.36,3017.28
ORD763017,Reyes Coca-Cola Bottling,Walgreens,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-10-26,735,1.86,1367.1
ORD399354,Coca-Cola Beverages Florida,Costco,Boston,Massachusetts,Water,Aquafina,2023-03-09,992,2.35,2331.2
ORD241045,Coca-Cola Beverages Florida,Walgreens,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-10,272,2.79,758.88
ORD616724,Coca-Cola Bottling Company United,Walmart,Chicago,Illinois,Soft Drinks,Coca-Cola Classic,2023-09-24,702,2.31,1621.62
ORD250970,Coca-Cola Bottling Co. Consolidated,Walgreens,Boston,Massachusetts,Soft Drinks,Coca-Cola Classic,2023-05-20,706,1.07,755.42
ORD882739,Coca-Cola Beverages Florida,Safeway,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-11-21,319,1.13,360.47
ORD902270,Coca-Cola Beverages Florida,Target,New York,New York,Water,Dasani,2023-10-01,991,2.69,2665.79
ORD464401,Coca-Cola Beverages Florida,7-Eleven,Chicago,Illinois,Soft Drinks,Sprite,2023-04-21,379,2.7,1023.3
ORD294616,Coca-Cola Bottling Co. Consolidated,Walmart,New York,New York,Water,Aquafina,2023-03-10,627,1.91,1197.57
ORD650263,Coca-Cola Bottling Company United,Publix,Seattle,Washington,Alcoholic Beverages,Jack & Coke,2023-10-19,257,2.41,619.37
ORD949787,Coca-Cola Bottling Co. Consolidated,Costco,Los Angeles,California,Water,Smartwater,2023-02-18,580,2.67,1548.6
ORD537522,Coca-Cola Bottling Co. Consolidated,Publix,New York,New York,Water,Aquafina,2023-04-27,483,2.2,1062.6
ORD881638,Coca-Cola Bottling Company United,Walmart,Seattle,Washington,Soft Drinks,Diet Coke,2023-07-17,647,2.89,1869.83
ORD170163,Swire Coca-Cola,Sam's Club,Denver,Colorado,Water,Dasani,2023-01-04,988,3.47,3428.36
ORD856852,Coca-Cola Bottling Co. Consolidated,Target,Atlanta,Georgia,Soft Drinks,Coca-Cola Classic,2023-08-03,278,1.4,389.2
ORD282920,Coca-Cola Bottling Company United,Safeway,Seattle,Washington,Water,Smartwater,2023-05-01,353,1.4,494.2
ORD839590,Reyes Coca-Cola Bottling,Walmart,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-09-11,193,3.48,671.64
ORD727195,Swire Coca-Cola,Walmart,New York,New York,Water,Dasani,2023-01-12,137,2.11,289.07
ORD376171,Reyes Coca-Cola Bottling,Safeway,Boston,Massachusetts,Soft Drinks,Coca-Cola Classic,2023-08-20,245,2.38,583.1
ORD421281,Coca-Cola Bottling Co. Consolidated,Kroger,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-03-24,777,3.02,2346.54
ORD515257,Coca-Cola Bottling Co. Consolidated,Publix,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-07,447,1.73,773.31
ORD229693,Coca-Cola Beverages Florida,Kroger,Phoenix,Arizona,Water,Aquafina,2023-09-20,389,1.64,637.96
ORD929061,Coca-Cola Bottling Co. Consolidated,Target,Miami,Florida,Soft Drinks,Diet Coke,2023-07-14,959,3.11,2982.49
ORD337071,Swire Coca-Cola,Safeway,Atlanta,Georgia,Water,Dasani,2023-08-02,185,3.1,573.5
ORD749598,Coca-Cola Bottling Company United,Costco,Phoenix,Arizona,Water,Smartwater,2023-11-20,944,2.18,2057.92
ORD763998,Reyes Coca-Cola Bottling,CVS,Los Angeles,California,Water,Smartwater,2023-09-11,214,3.49,746.86
ORD558809,Coca-Cola Bottling Company United,Kroger,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-12,985,1.94,1910.9
ORD142227,Coca-Cola Beverages Florida,Safeway,Chicago,Illinois,Water,Aquafina,2023-08-15,440,3.27,1438.8
ORD281098,Coca-Cola Beverages Florida,Costco,Boston,Massachusetts,Water,Dasani,2023-10-18,509,2.51,1277.59
ORD773799,Coca-Cola Beverages Florida,Target,Los Angeles,California,Soft Drinks,Sprite,2023-10-17,104,3.02,314.08
ORD329055,Coca-Cola Bottling Co. Consolidated,Target,New York,New York,Soft Drinks,Dr Pepper,2023-05-29,782,1.12,875.84
ORD298366,Reyes Coca-Cola Bottling,Kroger,Chicago,Illinois,Soft Drinks,Dr Pepper,2023-08-07,410,2.96,1213.6
ORD182629,Swire Coca-Cola,Walgreens,Denver,Colorado,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-14,828,2.93,2426.04
ORD505059,Coca-Cola Beverages Florida,Kroger,Denver,Colorado,Soft Drinks,Sprite,2023-12-06,445,3.35,1490.75
ORD533442,Coca-Cola Bottling Co. Consolidated,Sam's Club,Miami,Florida,Soft Drinks,Coca-Cola Classic,2023-07-22,323,2.2,710.6
ORD740539,Coca-Cola Bottling Company United,Safeway,Denver,Colorado,Soft Drinks,Sprite,2023-11-13,599,2.17,1299.83
ORD500362,Swire Coca-Cola,7-Eleven,New York,New York,Soft Drinks,Fanta,2023-04-18,210,1.84,386.4
ORD916246,Coca-Cola Bottling Co. Consolidated,Target,Phoenix,Arizona,Soft Drinks,Diet Coke,2023-12-15,195,3.17,618.15
ORD162119,Reyes Coca-Cola Bottling,7-Eleven,Los Angeles,California,Soft Drinks,Coca-Cola Classic,2023-08-26,672,3.13,2103.36
ORD573043,Reyes Coca-Cola Bottling,7-Eleven,Los Angeles,California,Water,Smartwater,2023-07-01,326,1.68,547.68
ORD668478,Coca-Cola Bottling Co. Consolidated,Publix,Atlanta,Georgia,Water,Smartwater,2023-05-31,224,1.33,297.92
ORD978948,Swire Coca-Cola,Kroger,Chicago,Illinois,Soft Drinks,Fanta,2023-12-04,601,3.41,2049.41
ORD539653,Reyes Coca-Cola Bottling,Target,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-03-31,373,3.42,1275.66
ORD175241,Coca-Cola Bottling Company United,Target,Boston,Massachusetts,Water,Aquafina,2023-04-11,857,3.15,2699.55
ORD465153,Swire Coca-Cola,Sam's Club,New York,New York,Soft Drinks,Dr Pepper,2023-01-15,133,1.35,179.55
ORD263096,Reyes Coca-Cola Bottling,Target,Boston,Massachusetts,Soft Drinks,Fanta,2023-10-01,260,2.3,598.0
ORD758461,Swire Coca-Cola,Safeway,Denver,Colorado,Water,Smartwater,2023-03-05,642,1.13,725.46
ORD457560,Swire Coca-Cola,7-Eleven,Miami,Florida,Soft Drinks,Dr Pepper,2023-04-27,417,2.38,992.46
ORD846519,Coca-Cola Beverages Florida,Kroger,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-09,306,3.26,997.56
ORD526285,Coca-Cola Bottling Co. Consolidated,Target,Chicago,Illinois,Water,Smartwater,2023-11-30,481,3.48,1673.88
ORD902414,Coca-Cola Beverages Florida,CVS,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-26,269,1.68,451.92
ORD997469,Coca-Cola Bottling Company United,7-Eleven,Chicago,Illinois,Water,Smartwater,2023-01-20,90,3.07,276.3
ORD513367,Coca-Cola Beverages Florida,Publix,Phoenix,Arizona,Water,Smartwater,2023-12-17,596,2.49,1484.04
ORD827371,Coca-Cola Bottling Co. Consolidated,Sam's Club,New York,New York,Soft Drinks,Sprite,2023-05-25,621,1.91,1186.11
ORD271445,Coca-Cola Beverages Florida,Sam's Club,Miami,Florida,Water,Smartwater,2023-06-13,82,2.09,171.38
ORD878841,Coca-Cola Bottling Company United,Sam's Club,Houston,Texas,Water,Dasani,2023-11-21,633,1.99,1259.67
ORD129148,Swire Coca-Cola,7-Eleven,Chicago,Illinois,Soft Drinks,Coca-Cola Classic,2023-10-17,588,1.99,1170.12
ORD975358,Swire Coca-Cola,Walmart,New York,New York,Soft Drinks,Coca-Cola Classic,2023-04-11,589,1.56,918.84
ORD679846,Coca-Cola Beverages Florida,Safeway,Atlanta,Georgia,Water,Dasani,2023-11-23,527,1.89,996.03
ORD581181,Coca-Cola Beverages Florida,Kroger,Chicago,Illinois,Soft Drinks,Coca-Cola Classic,2023-05-25,929,3.32,3084.28
ORD904189,Reyes Coca-Cola Bottling,Walmart,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-09-23,890,2.7,2403.0
ORD393330,Coca-Cola Bottling Co. Consolidated,7-Eleven,Atlanta,Georgia,Water,Dasani,2023-12-29,206,1.83,376.98
ORD147811,Coca-Cola Beverages Florida,Kroger,Denver,Colorado,Soft Drinks,Coca-Cola Classic,2023-09-19,496,2.22,1101.12
ORD741453,Coca-Cola Bottling Company United,Safeway,Boston,Massachusetts,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-23,358,1.24,443.92
ORD814092,Reyes Coca-Cola Bottling,Walmart,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-29,799,3.16,2524.84
ORD783895,Coca-Cola Beverages Florida,Kroger,Houston,Texas,Water,Smartwater,2023-06-19,931,3.29,3062.99
ORD840587,Coca-Cola Bottling Co. Consolidated,Sam's Club,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-06-01,844,1.29,1088.76
ORD310099,Coca-Cola Beverages Florida,Kroger,Los Angeles,California,Soft Drinks,Dr Pepper,2023-01-09,594,3.28,1948.32
ORD397861,Coca-Cola Beverages Florida,Publix,Seattle,Washington,Water,Dasani,2023-01-27,296,2.52,745.92
ORD863836,Coca-Cola Bottling Co. Consolidated,CVS,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-07-22,656,1.32,865.92
ORD139453,Coca-Cola Beverages Florida,Target,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-11-29,917,2.91,2668.47
ORD344624,Coca-Cola Beverages Florida,Kroger,Houston,Texas,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-26,859,2.31,1984.29
ORD684209,Coca-Cola Bottling Company United,7-Eleven,Los Angeles,California,Water,Dasani,2023-08-29,553,2.87,1587.11
ORD419508,Coca-Cola Bottling Company United,7-Eleven,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-02,572,2.96,1693.12
ORD391009,Coca-Cola Beverages Florida,Costco,Seattle,Washington,Alcoholic Beverages,Jack & Coke,2023-01-04,91,2.91,264.81
ORD667424,Reyes Coca-Cola Bottling,Target,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-02-13,210,1.05,220.5
ORD238225,Coca-Cola Bottling Company United,Publix,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-04-24,674,2.96,1995.04
ORD880275,Coca-Cola Beverages Florida,Kroger,Miami,Florida,Soft Drinks,Fanta,2023-11-27,465,2.49,1157.85
ORD935002,Coca-Cola Bottling Company United,Walgreens,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-07-10,91,3.27,297.57
ORD401103,Swire Coca-Cola,Costco,Miami,Florida,Water,Smartwater,2023-03-02,255,1.98,504.9
ORD978583,Coca-Cola Beverages Florida,Walgreens,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-12-26,355,1.35,479.25
ORD307494,Coca-Cola Bottling Company United,Walmart,Denver,Colorado,Water,Aquafina,2023-01-13,779,2.4,1869.6
ORD768717,Reyes Coca-Cola Bottling,Publix,Chicago,Illinois,Soft Drinks,Coca-Cola Classic,2023-06-13,416,2.15,894.4
ORD597742,Coca-Cola Beverages Florida,Safeway,Denver,Colorado,Soft Drinks,Dr Pepper,2023-04-04,469,3.2,1500.8
ORD498292,Swire Coca-Cola,Walgreens,Chicago,Illinois,Water,Aquafina,2023-04-02,216,1.54,332.64
ORD453234,Coca-Cola Beverages Florida,7-Eleven,Denver,Colorado,Soft Drinks,Coca-Cola Classic,2023-12-25,105,3.04,319.2
ORD197729,Coca-Cola Bottling Company United,Costco,Chicago,Illinois,Soft Drinks,Coca-Cola Classic,2023-09-02,616,2.62,1613.92
ORD599787,Coca-Cola Beverages Florida,Publix,Atlanta,Georgia,Water,Smartwater,2023-10-08,842,2.18,1835.56
ORD147694,Reyes Coca-Cola Bottling,Costco,Chicago,Illinois,Water,Smartwater,2023-01-30,251,3.39,850.89
ORD237221,Reyes Coca-Cola Bottling,Sam's Club,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-24,217,1.37,297.29
ORD908025,Reyes Coca-Cola Bottling,Publix,Houston,Texas,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-28,179,3.19,571.01
ORD160931,Coca-Cola Bottling Co. Consolidated,Target,Denver,Colorado,Water,Aquafina,2023-01-13,627,1.36,852.72
ORD764810,Coca-Cola Beverages Florida,Safeway,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-01-11,972,1.04,1010.88
ORD364987,Reyes Coca-Cola Bottling,CVS,Houston,Texas,Water,Smartwater,2023-02-17,590,2.43,1433.7
ORD919267,Swire Coca-Cola,Walmart,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-03-30,870,1.79,1557.3
ORD198490,Coca-Cola Bottling Co. Consolidated,Kroger,Denver,Colorado,Soft Drinks,Fanta,2023-09-01,339,1.86,630.54
ORD892709,Reyes Coca-Cola Bottling,Kroger,Phoenix,Arizona,Soft Drinks,Diet Coke,2023-11-18,833,2.87,2390.71
ORD757755,Reyes Coca-Cola Bottling,CVS,Boston,Massachusetts,Soft Drinks,Diet Coke,2023-04-26,808,1.98,1599.84
ORD670116,Swire Coca-Cola,Safeway,Atlanta,Georgia,Soft Drinks,Coca-Cola Classic,2023-12-08,507,2.98,1510.86
ORD888664,Swire Coca-Cola,Costco,Miami,Florida,Water,Aquafina,2023-05-25,625,1.54,962.5
ORD694596,Coca-Cola Beverages Florida,Safeway,Boston,Massachusetts,Water,Smartwater,2023-08-13,182,1.54,280.28
ORD577547,Coca-Cola Beverages Florida,7-Eleven,Boston,Massachusetts,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-23,853,1.25,1066.25
ORD816097,Reyes Coca-Cola Bottling,Safeway,Denver,Colorado,Water,Smartwater,2023-11-28,438,1.15,503.7
ORD721119,Coca-Cola Bottling Co. Consolidated,CVS,Seattle,Washington,Water,Aquafina,2023-11-06,759,1.95,1480.05
ORD124047,Swire Coca-Cola,Safeway,Boston,Massachusetts,Water,Smartwater,2023-03-17,786,1.83,1438.38
ORD655416,Coca-Cola Bottling Company United,Walgreens,Atlanta,Georgia,Water,Dasani,2023-05-29,668,2.59,1730.12
ORD769160,Coca-Cola Bottling Co. Consolidated,Sam's Club,Los Angeles,California,Soft Drinks,Sprite,2023-03-19,335,1.76,589.6
ORD842595,Coca-Cola Beverages Florida,CVS,Houston,Texas,Soft Drinks,Diet Coke,2023-08-31,162,3.28,531.36
ORD337196,Coca-Cola Bottling Co. Consolidated,Kroger,Houston,Texas,Soft Drinks,Diet Coke,2023-10-24,403,2.49,1003.47
ORD127992,Coca-Cola Bottling Company United,Publix,Phoenix,Arizona,Water,Smartwater,2023-08-07,700,3.29,2303.0
ORD844029,Coca-Cola Bottling Co. Consolidated,Kroger,Phoenix,Arizona,Water,Smartwater,2023-01-04,581,1.52,883.12
ORD527129,Coca-Cola Beverages Florida,CVS,Chicago,Illinois,Water,Dasani,2023-12-31,854,2.03,1733.62
ORD646410,Swire Coca-Cola,7-Eleven,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-11-20,628,2.68,1683.04
ORD638404,Swire Coca-Cola,Sam's Club,Atlanta,Georgia,Soft Drinks,Fanta,2023-09-18,987,2.95,2911.65
ORD924339,Coca-Cola Beverages Florida,Target,Seattle,Washington,Water,Smartwater,2023-10-21,776,1.89,1466.64
